-3.0000E+02  4.9398E-10  1.5000E+00  8.1365E-11
-2.6000E+02  9.9856E-10  1.3000E+00  7.6615E-11
-2.2000E+02  2.3251E-09  1.1000E+00  9.6073E-11
-1.8000E+02  6.1328E-09  9.0000E-01  1.5102E-10
-1.4000E+02  1.3967E-08  7.0000E-01  2.4314E-10
-1.0000E+02  2.7404E-08  5.0000E-01  4.1848E-10
-6.0000E+01  4.1729E-08  3.0000E-01  8.2150E-10
-2.0000E+01  5.0834E-08  1.0000E-01  2.4116E-09
2.0000E+01  4.9197E-08  1.0000E-01  2.2472E-09
6.0000E+01  4.7232E-08  3.0000E-01  8.6730E-10
1.0000E+02  3.3606E-08  5.0000E-01  4.6872E-10
1.4000E+02  1.9310E-08  7.0000E-01  2.7540E-10
1.8000E+02  8.8847E-09  9.0000E-01  1.5762E-10
2.2000E+02  3.5060E-09  1.1000E+00  8.2670E-11
2.6000E+02  1.5741E-09  1.3000E+00  5.1222E-11
3.0000E+02  5.7870E-10  1.5000E+00  3.2149E-11
3.0000E+02  5.7870E-10  1.5000E+00  3.2149E-11
-3.0000E+02  8.0531E-10  1.5000E+00  9.2168E-11
-2.6000E+02  1.2161E-09  1.3000E+00  9.5845E-11
-2.2000E+02  2.9980E-09  1.1000E+00  1.4206E-10
-1.8000E+02  6.4636E-09  9.0000E-01  2.0495E-10
-1.4000E+02  1.4860E-08  7.0000E-01  3.3720E-10
-1.0000E+02  2.7320E-08  5.0000E-01  5.0202E-10
-6.0000E+01  3.9212E-08  3.0000E-01  8.7512E-10
-2.0000E+01  4.7696E-08  1.0000E-01  2.3918E-09
2.0000E+01  4.7822E-08  1.0000E-01  2.5071E-09
6.0000E+01  4.2135E-08  3.0000E-01  8.8100E-10
1.0000E+02  2.8960E-08  5.0000E-01  4.8056E-10
1.4000E+02  1.7473E-08  7.0000E-01  3.0479E-10
1.8000E+02  8.0018E-09  9.0000E-01  1.7401E-10
2.2000E+02  3.1613E-09  1.1000E+00  9.2429E-11
2.6000E+02  1.1999E-09  1.3000E+00  5.3048E-11
3.0000E+02  5.7669E-10  1.5000E+00  3.8136E-11
3.0000E+02  5.7669E-10  1.5000E+00  3.8136E-11
-3.0000E+02  5.6532E-10  1.5000E+00  7.2898E-11
-2.6000E+02  1.3298E-09  1.3000E+00  8.9595E-11
-2.2000E+02  2.7148E-09  1.1000E+00  1.1185E-10
-1.8000E+02  6.1310E-09  9.0000E-01  1.6009E-10
-1.4000E+02  1.4758E-08  7.0000E-01  2.7631E-10
-1.0000E+02  2.6520E-08  5.0000E-01  5.0161E-10
-6.0000E+01  3.8726E-08  3.0000E-01  1.0403E-09
-2.0000E+01  5.1517E-08  1.0000E-01  3.1455E-09
2.0000E+01  5.5340E-08  1.0000E-01  3.3360E-09
6.0000E+01  4.0724E-08  3.0000E-01  1.0293E-09
1.0000E+02  2.9858E-08  5.0000E-01  5.4361E-10
1.4000E+02  1.5771E-08  7.0000E-01  2.7302E-10
1.8000E+02  7.3848E-09  9.0000E-01  1.4958E-10
2.2000E+02  3.0183E-09  1.1000E+00  9.1071E-11
2.6000E+02  1.3261E-09  1.3000E+00  6.4523E-11
3.0000E+02  5.1076E-10  1.5000E+00  4.4691E-11
3.0000E+02  5.1076E-10  1.5000E+00  4.4691E-11
-6.0000E+01  3.8322E-08  3.0000E-01  2.5751E-09
-2.0000E+01  4.4948E-08  1.0000E-01  1.0201E-08
2.0000E+01  4.4948E-08  1.0000E-01  1.0201E-08
6.0000E+01  3.8322E-08  3.0000E-01  2.5751E-09
1.0000E+02  2.3503E-08  5.0000E-01  1.0346E-09
1.4000E+02  1.5142E-08  7.0000E-01  5.7127E-10
1.8000E+02  7.4232E-09  9.0000E-01  3.2616E-10
2.2000E+02  3.8650E-09  1.1000E+00  2.2683E-10
2.6000E+02  1.1897E-09  1.3000E+00  1.2300E-10
3.0000E+02  1.0246E-09  1.5000E+00  1.3209E-10
3.0000E+02  1.0246E-09  1.5000E+00  1.3209E-10
