-3.0000E-01  9.7432E-02  1.5000E-03  1.0179E-02
-2.6000E-01  3.3646E-01  1.3000E-03  1.4591E-02
-2.2000E-01  1.0344E+00  1.1000E-03  2.6677E-02
-1.8000E-01  2.6732E+00  9.0000E-04  5.2613E-02
-1.4000E-01  5.7952E+00  7.0000E-04  8.8122E-02
-1.0000E-01  6.6168E+00  5.0000E-04  1.0781E-01
-6.0000E-02  5.3929E+00  3.0000E-04  1.2918E-01
-2.0000E-02  2.8807E+00  1.0000E-04  2.0109E-01
2.0000E-02  2.4107E+00  1.0000E-04  1.7410E-01
6.0000E-02  5.7744E+00  3.0000E-04  1.4727E-01
1.0000E-01  7.4299E+00  5.0000E-04  1.2792E-01
1.4000E-01  6.8594E+00  7.0000E-04  1.0557E-01
1.8000E-01  4.0379E+00  9.0000E-04  6.8085E-02
2.2000E-01  1.7239E+00  1.1000E-03  3.4229E-02
2.6000E-01  5.9283E-01  1.3000E-03  1.5894E-02
3.0000E-01  1.8861E-01  1.5000E-03  7.9786E-03
3.0000E-01  1.8861E-01  1.5000E-03  7.9786E-03
-3.0000E-01  1.4579E-01  1.5000E-03  1.4877E-02
-2.6000E-01  3.9048E-01  1.3000E-03  2.1669E-02
-2.2000E-01  1.1447E+00  1.1000E-03  3.8768E-02
-1.8000E-01  2.8633E+00  9.0000E-04  6.8329E-02
-1.4000E-01  5.3294E+00  7.0000E-04  1.0105E-01
-1.0000E-01  6.8327E+00  5.0000E-04  1.2570E-01
-6.0000E-02  5.1702E+00  3.0000E-04  1.4172E-01
-2.0000E-02  2.0231E+00  1.0000E-04  1.8677E-01
2.0000E-02  2.3117E+00  1.0000E-04  2.0727E-01
6.0000E-02  5.6952E+00  3.0000E-04  1.5888E-01
1.0000E-01  7.2034E+00  5.0000E-04  1.2909E-01
1.4000E-01  6.2524E+00  7.0000E-04  1.0004E-01
1.8000E-01  3.3710E+00  9.0000E-04  6.0559E-02
2.2000E-01  1.5713E+00  1.1000E-03  3.4075E-02
2.6000E-01  5.9940E-01  1.3000E-03  1.7853E-02
3.0000E-01  1.6832E-01  1.5000E-03  8.7194E-03
3.0000E-01  1.6832E-01  1.5000E-03  8.7194E-03
-3.0000E-01  1.2206E-01  1.5000E-03  1.2043E-02
-2.6000E-01  4.1841E-01  1.3000E-03  1.9200E-02
-2.2000E-01  1.1996E+00  1.1000E-03  2.9164E-02
-1.8000E-01  2.7733E+00  9.0000E-04  4.6419E-02
-1.4000E-01  5.0449E+00  7.0000E-04  7.4775E-02
-1.0000E-01  6.3261E+00  5.0000E-04  1.1959E-01
-6.0000E-02  5.5587E+00  3.0000E-04  1.6693E-01
-2.0000E-02  2.6365E+00  1.0000E-04  2.7187E-01
2.0000E-02  3.5365E+00  1.0000E-04  3.3109E-01
6.0000E-02  6.1280E+00  3.0000E-04  1.7993E-01
1.0000E-01  7.1022E+00  5.0000E-04  1.2428E-01
1.4000E-01  5.9374E+00  7.0000E-04  8.0627E-02
1.8000E-01  3.2593E+00  9.0000E-04  4.5476E-02
2.2000E-01  1.4078E+00  1.1000E-03  2.6492E-02
2.6000E-01  5.4464E-01  1.3000E-03  1.6887E-02
3.0000E-01  1.6950E-01  1.5000E-03  9.9985E-03
3.0000E-01  1.6950E-01  1.5000E-03  9.9985E-03
-6.0000E-02  6.5141E+00  3.0000E-04  5.2884E-01
-2.0000E-02  1.9511E+00  1.0000E-04  9.2927E-01
2.0000E-02  1.9511E+00  1.0000E-04  9.2927E-01
6.0000E-02  6.5141E+00  3.0000E-04  5.2884E-01
1.0000E-01  6.6788E+00  5.0000E-04  3.1606E-01
1.4000E-01  5.3155E+00  7.0000E-04  2.0322E-01
1.8000E-01  2.8951E+00  9.0000E-04  1.1474E-01
2.2000E-01  1.6196E+00  1.1000E-03  8.1350E-02
2.6000E-01  6.0750E-01  1.3000E-03  4.8311E-02
3.0000E-01  2.2277E-01  1.5000E-03  3.0921E-02
3.0000E-01  2.2277E-01  1.5000E-03  3.0921E-02
