     k            crst-ang           q             ang          -t          crst-t
 0.66047542E+01 0.24731325E-01 0.92000000E+01 0.00000000E+00 0.31053891E+01 0.12786532E-02
 0.66147542E+01 0.25932687E-01 0.92000000E+01 0.00000000E+00 0.30880072E+01 0.13387388E-02
 0.66247542E+01 0.27191619E-01 0.92000000E+01 0.00000000E+00 0.30706706E+01 0.14016105E-02
 0.66347542E+01 0.28511024E-01 0.92000000E+01 0.00000000E+00 0.30533792E+01 0.14674051E-02
 0.66447542E+01 0.29893715E-01 0.92000000E+01 0.00000000E+00 0.30361327E+01 0.15362539E-02
 0.66547542E+01 0.31342980E-01 0.92000000E+01 0.00000000E+00 0.30189309E+01 0.16083120E-02
 0.66647542E+01 0.32861721E-01 0.92000000E+01 0.00000000E+00 0.30017738E+01 0.16837135E-02
 0.66747542E+01 0.34453593E-01 0.92000000E+01 0.00000000E+00 0.29846612E+01 0.17626305E-02
 0.66847542E+01 0.36122029E-01 0.92000000E+01 0.00000000E+00 0.29675929E+01 0.18452225E-02
 0.66947542E+01 0.37870652E-01 0.92000000E+01 0.00000000E+00 0.29505687E+01 0.19316578E-02
 0.67047542E+01 0.39703482E-01 0.92000000E+01 0.00000000E+00 0.29335884E+01 0.20221240E-02
 0.67147542E+01 0.41624748E-01 0.92000000E+01 0.00000000E+00 0.29166520E+01 0.21168181E-02
 0.67247542E+01 0.43638547E-01 0.92000000E+01 0.00000000E+00 0.28997592E+01 0.22159294E-02
 0.67347542E+01 0.45749579E-01 0.92000000E+01 0.00000000E+00 0.28829099E+01 0.23196763E-02
 0.67447542E+01 0.47962577E-01 0.92000000E+01 0.00000000E+00 0.28661039E+01 0.24282781E-02
 0.67547542E+01 0.50282626E-01 0.92000000E+01 0.00000000E+00 0.28493411E+01 0.25419701E-02
 0.67647542E+01 0.52714907E-01 0.92000000E+01 0.00000000E+00 0.28326213E+01 0.26609914E-02
 0.67747542E+01 0.55265072E-01 0.92000000E+01 0.00000000E+00 0.28159444E+01 0.27856031E-02
 0.67847542E+01 0.57939028E-01 0.92000000E+01 0.00000000E+00 0.27993101E+01 0.29160779E-02
 0.67947542E+01 0.60742829E-01 0.92000000E+01 0.00000000E+00 0.27827184E+01 0.30526942E-02
 0.68047542E+01 0.63683005E-01 0.92000000E+01 0.00000000E+00 0.27661691E+01 0.31957526E-02
 0.68147542E+01 0.66766187E-01 0.92000000E+01 0.00000000E+00 0.27496620E+01 0.33455569E-02
 0.68247542E+01 0.69999741E-01 0.92000000E+01 0.00000000E+00 0.27331970E+01 0.35024461E-02
 0.68347542E+01 0.73391133E-01 0.92000000E+01 0.00000000E+00 0.27167739E+01 0.36667621E-02
 0.68447542E+01 0.76948492E-01 0.92000000E+01 0.00000000E+00 0.27003925E+01 0.38388779E-02
 0.68547542E+01 0.80679906E-01 0.92000000E+01 0.00000000E+00 0.26840528E+01 0.40191623E-02
 0.68647542E+01 0.84594481E-01 0.92000000E+01 0.00000000E+00 0.26677546E+01 0.42080325E-02
