     k            crst-ang           q             ang          -t          crst-t
 0.72800715E+01 0.32015133E+02 0.82000000E+01 0.00000000E+00 0.76298004E+00 0.16848284E+01
 0.72900715E+01 0.31696504E+02 0.82000000E+01 0.00000000E+00 0.74990868E+00 0.16657721E+01
 0.73000715E+01 0.31289958E+02 0.82000000E+01 0.00000000E+00 0.73686897E+00 0.16421540E+01
 0.73100715E+01 0.30798188E+02 0.82000000E+01 0.00000000E+00 0.72386081E+00 0.16141339E+01
 0.73200715E+01 0.30224467E+02 0.82000000E+01 0.00000000E+00 0.71088408E+00 0.15819011E+01
 0.73300715E+01 0.29574838E+02 0.82000000E+01 0.00000000E+00 0.69793867E+00 0.15457889E+01
 0.73400715E+01 0.28858836E+02 0.82000000E+01 0.00000000E+00 0.68502448E+00 0.15063106E+01
 0.73500715E+01 0.28086554E+02 0.82000000E+01 0.00000000E+00 0.67214140E+00 0.14640062E+01
 0.73600715E+01 0.27270095E+02 0.82000000E+01 0.00000000E+00 0.65928932E+00 0.14195171E+01
 0.73700715E+01 0.26423680E+02 0.82000000E+01 0.00000000E+00 0.64646813E+00 0.13735916E+01
 0.73800715E+01 0.25562312E+02 0.82000000E+01 0.00000000E+00 0.63367773E+00 0.13270142E+01
 0.73900715E+01 0.24702431E+02 0.82000000E+01 0.00000000E+00 0.62091801E+00 0.12806400E+01
 0.74000715E+01 0.23854897E+02 0.82000000E+01 0.00000000E+00 0.60818887E+00 0.12350304E+01
 0.74100715E+01 0.23031703E+02 0.82000000E+01 0.00000000E+00 0.59549019E+00 0.11908023E+01
 0.74200715E+01 0.22194057E+02 0.82000000E+01 0.00000000E+00 0.58282188E+00 0.11459472E+01
 0.74300715E+01 0.21303769E+02 0.82000000E+01 0.00000000E+00 0.57018382E+00 0.10984985E+01
 0.74400715E+01 0.20348658E+02 0.82000000E+01 0.00000000E+00 0.55757592E+00 0.10478393E+01
 0.74500715E+01 0.19341207E+02 0.82000000E+01 0.00000000E+00 0.54499808E+00 0.99462451E+00
 0.74600715E+01 0.17895954E+02 0.82000000E+01 0.00000000E+00 0.53245018E+00 0.91906847E+00
 0.74700715E+01 0.16248150E+02 0.82000000E+01 0.00000000E+00 0.51993213E+00 0.83332646E+00
 0.74800715E+01 0.13347299E+02 0.82000000E+01 0.00000000E+00 0.50744383E+00 0.68363401E+00
 0.54911956E+01 0.16645757E-01 0.82000000E+01 0.20000000E+01 0.37987670E+01 0.11613755E-02
 0.55011956E+01 0.17481609E-01 0.82000000E+01 0.20000000E+01 0.37777463E+01 0.12174758E-02
 0.55111956E+01 0.18352832E-01 0.82000000E+01 0.20000000E+01 0.37567882E+01 0.12758314E-02
 0.55211956E+01 0.19260447E-01 0.82000000E+01 0.20000000E+01 0.37358924E+01 0.13365009E-02
 0.55311956E+01 0.20205661E-01 0.82000000E+01 0.20000000E+01 0.37150585E+01 0.13995553E-02
 0.55411956E+01 0.21189825E-01 0.82000000E+01 0.20000000E+01 0.36942864E+01 0.14650752E-02
 0.55511956E+01 0.22214136E-01 0.82000000E+01 0.20000000E+01 0.36735758E+01 0.15331298E-02
 0.55611956E+01 0.23279991E-01 0.82000000E+01 0.20000000E+01 0.36529264E+01 0.16038016E-02
 0.55711956E+01 0.24388675E-01 0.82000000E+01 0.20000000E+01 0.36323380E+01 0.16771651E-02
 0.55811956E+01 0.25541648E-01 0.82000000E+01 0.20000000E+01 0.36118104E+01 0.17533058E-02
 0.55911956E+01 0.26740320E-01 0.82000000E+01 0.20000000E+01 0.35913432E+01 0.18323057E-02
 0.56011956E+01 0.27986259E-01 0.82000000E+01 0.20000000E+01 0.35709363E+01 0.19142565E-02
 0.56111956E+01 0.29280984E-01 0.82000000E+01 0.20000000E+01 0.35505893E+01 0.19992462E-02
 0.56211956E+01 0.30626018E-01 0.82000000E+01 0.20000000E+01 0.35303021E+01 0.20873624E-02
 0.56311956E+01 0.32023182E-01 0.82000000E+01 0.20000000E+01 0.35100744E+01 0.21787123E-02
 0.56411956E+01 0.33474187E-01 0.82000000E+01 0.20000000E+01 0.34899060E+01 0.22733950E-02
 0.56511956E+01 0.34980741E-01 0.82000000E+01 0.20000000E+01 0.34697966E+01 0.23715085E-02
 0.56611956E+01 0.36544800E-01 0.82000000E+01 0.20000000E+01 0.34497460E+01 0.24731670E-02
 0.56711956E+01 0.38168279E-01 0.82000000E+01 0.20000000E+01 0.34297539E+01 0.25784812E-02
 0.56811956E+01 0.39853267E-01 0.82000000E+01 0.20000000E+01 0.34098201E+01 0.26875726E-02
 0.56911956E+01 0.41601901E-01 0.82000000E+01 0.20000000E+01 0.33899443E+01 0.28005651E-02
 0.57011956E+01 0.43416388E-01 0.82000000E+01 0.20000000E+01 0.33701264E+01 0.29175866E-02
 0.57111956E+01 0.45299037E-01 0.82000000E+01 0.20000000E+01 0.33503661E+01 0.30387709E-02
 0.57211956E+01 0.47252439E-01 0.82000000E+01 0.20000000E+01 0.33306632E+01 0.31642694E-02
 0.57311956E+01 0.49279041E-01 0.82000000E+01 0.20000000E+01 0.33110173E+01 0.32942233E-02
 0.57411956E+01 0.51381543E-01 0.82000000E+01 0.20000000E+01 0.32914284E+01 0.34287894E-02
 0.57511956E+01 0.53563101E-01 0.82000000E+01 0.20000000E+01 0.32718961E+01 0.35681540E-02
 0.57611956E+01 0.55826444E-01 0.82000000E+01 0.20000000E+01 0.32524203E+01 0.37124735E-02
 0.57711956E+01 0.58174890E-01 0.82000000E+01 0.20000000E+01 0.32330007E+01 0.38619424E-02
 0.57811956E+01 0.60611668E-01 0.82000000E+01 0.20000000E+01 0.32136370E+01 0.40167480E-02
 0.57911956E+01 0.63140578E-01 0.82000000E+01 0.20000000E+01 0.31943291E+01 0.41771141E-02
 0.58011956E+01 0.65765147E-01 0.82000000E+01 0.20000000E+01 0.31750768E+01 0.43432447E-02
 0.58111956E+01 0.68489562E-01 0.82000000E+01 0.20000000E+01 0.31558798E+01 0.45153863E-02
 0.58211956E+01 0.71317837E-01 0.82000000E+01 0.20000000E+01 0.31367378E+01 0.46937720E-02
 0.58311956E+01 0.74254787E-01 0.82000000E+01 0.20000000E+01 0.31176507E+01 0.48786860E-02
 0.58411956E+01 0.77305239E-01 0.82000000E+01 0.20000000E+01 0.30986183E+01 0.50704113E-02
 0.58511956E+01 0.80474010E-01 0.82000000E+01 0.20000000E+01 0.30796403E+01 0.52692286E-02
 0.58611956E+01 0.83766826E-01 0.82000000E+01 0.20000000E+01 0.30607165E+01 0.54754758E-02
 0.58711956E+01 0.87189259E-01 0.82000000E+01 0.20000000E+01 0.30418467E+01 0.56894784E-02
 0.58811956E+01 0.90747529E-01 0.82000000E+01 0.20000000E+01 0.30230306E+01 0.59116022E-02
 0.58911956E+01 0.94448238E-01 0.82000000E+01 0.20000000E+01 0.30042682E+01 0.61422350E-02
 0.59011956E+01 0.98298021E-01 0.82000000E+01 0.20000000E+01 0.29855590E+01 0.63817646E-02
 0.59111956E+01 0.10230453E+00 0.82000000E+01 0.20000000E+01 0.29669031E+01 0.66306417E-02
 0.59211956E+01 0.10647572E+00 0.82000000E+01 0.20000000E+01 0.29483000E+01 0.68893332E-02
 0.59311956E+01 0.11082025E+00 0.82000000E+01 0.20000000E+01 0.29297497E+01 0.71583497E-02
 0.59411956E+01 0.11534676E+00 0.82000000E+01 0.20000000E+01 0.29112519E+01 0.74381948E-02
 0.59511956E+01 0.12006515E+00 0.82000000E+01 0.20000000E+01 0.28928063E+01 0.77294529E-02
 0.59611956E+01 0.12498544E+00 0.82000000E+01 0.20000000E+01 0.28744129E+01 0.80327098E-02
 0.59711956E+01 0.13011859E+00 0.82000000E+01 0.20000000E+01 0.28560714E+01 0.83486080E-02
 0.59811956E+01 0.13547623E+00 0.82000000E+01 0.20000000E+01 0.28377815E+01 0.86778296E-02
 0.59911956E+01 0.14107052E+00 0.82000000E+01 0.20000000E+01 0.28195431E+01 0.90210849E-02
 0.60011956E+01 0.14691467E+00 0.82000000E+01 0.20000000E+01 0.28013560E+01 0.93791480E-02
 0.60111956E+01 0.15302303E+00 0.82000000E+01 0.20000000E+01 0.27832200E+01 0.97528593E-02
 0.60211956E+01 0.15941017E+00 0.82000000E+01 0.20000000E+01 0.27651348E+01 0.10143067E-01
 0.60311956E+01 0.16609272E+00 0.82000000E+01 0.20000000E+01 0.27471003E+01 0.10550747E-01
