0.000000E+00  1.000000E+00  0.000000E+00
0.000000E+00  9.995066E-01  0.000000E+00
0.000000E+00  9.980267E-01  0.000000E+00
0.000000E+00  9.955620E-01  0.000000E+00
0.000000E+00  9.921147E-01  0.000000E+00
0.000000E+00  9.876883E-01  0.000000E+00
0.000000E+00  9.822873E-01  0.000000E+00
0.000000E+00  9.759168E-01  0.000000E+00
0.000000E+00  9.685832E-01  0.000000E+00
0.000000E+00  9.602937E-01  0.000000E+00
0.000000E+00  9.510565E-01  0.000000E+00
0.000000E+00  9.408808E-01  0.000000E+00
0.000000E+00  9.297765E-01  0.000000E+00
0.000000E+00  9.177546E-01  0.000000E+00
0.000000E+00  9.048271E-01  0.000000E+00
0.000000E+00  8.910065E-01  0.000000E+00
0.000000E+00  8.763067E-01  0.000000E+00
0.000000E+00  8.607420E-01  0.000000E+00
0.000000E+00  8.443279E-01  0.000000E+00
0.000000E+00  8.270806E-01  0.000000E+00
0.000000E+00  8.090170E-01  0.000000E+00
0.000000E+00  7.901550E-01  0.000000E+00
0.000000E+00  7.705132E-01  0.000000E+00
0.000000E+00  7.501111E-01  0.000000E+00
0.000000E+00  7.289686E-01  0.000000E+00
0.000000E+00  7.071068E-01  0.000000E+00
0.000000E+00  6.845471E-01  0.000000E+00
0.000000E+00  6.613119E-01  0.000000E+00
0.000000E+00  6.374240E-01  0.000000E+00
0.000000E+00  6.129071E-01  0.000000E+00
0.000000E+00  5.877853E-01  0.000000E+00
0.000000E+00  5.620834E-01  0.000000E+00
0.000000E+00  5.358268E-01  0.000000E+00
0.000000E+00  5.090414E-01  0.000000E+00
0.000000E+00  4.817537E-01  0.000000E+00
0.000000E+00  4.539905E-01  0.000000E+00
0.000000E+00  4.257793E-01  0.000000E+00
0.000000E+00  3.971479E-01  0.000000E+00
0.000000E+00  3.681246E-01  0.000000E+00
0.000000E+00  3.387379E-01  0.000000E+00
0.000000E+00  3.090170E-01  0.000000E+00
0.000000E+00  2.789911E-01  0.000000E+00
0.000000E+00  2.486899E-01  0.000000E+00
0.000000E+00  2.181432E-01  0.000000E+00
0.000000E+00  1.873813E-01  0.000000E+00
0.000000E+00  1.564345E-01  0.000000E+00
0.000000E+00  1.253332E-01  0.000000E+00
0.000000E+00  9.410831E-02  0.000000E+00
0.000000E+00  6.279052E-02  0.000000E+00
0.000000E+00  3.141076E-02  0.000000E+00
0.000000E+00  -1.271035E-15  0.000000E+00
2.000000E-02  1.000000E+00  1.174211E-12
2.000000E-02  9.995066E-01  1.179140E-12
2.000000E-02  9.980267E-01  1.178469E-12
2.000000E-02  9.955620E-01  1.177436E-12
2.000000E-02  9.921147E-01  1.176048E-12
2.000000E-02  9.876883E-01  1.174208E-12
2.000000E-02  9.822873E-01  1.172156E-12
2.000000E-02  9.759168E-01  1.169629E-12
2.000000E-02  9.685832E-01  1.166683E-12
2.000000E-02  9.602937E-01  1.163289E-12
2.000000E-02  9.510565E-01  1.159178E-12
2.000000E-02  9.408808E-01  1.157680E-12
2.000000E-02  9.297765E-01  1.151795E-12
2.000000E-02  9.177546E-01  1.147064E-12
2.000000E-02  9.048271E-01  1.141905E-12
2.000000E-02  8.910065E-01  1.136301E-12
2.000000E-02  8.763067E-01  1.130965E-12
2.000000E-02  8.607420E-01  1.124620E-12
2.000000E-02  8.443279E-01  1.118378E-12
2.000000E-02  8.270806E-01  1.111592E-12
2.000000E-02  8.090170E-01  1.104829E-12
2.000000E-02  7.901550E-01  1.097291E-12
2.000000E-02  7.705132E-01  1.089871E-12
2.000000E-02  7.501111E-01  1.082144E-12
2.000000E-02  7.289686E-01  1.073919E-12
2.000000E-02  7.071068E-01  1.066174E-12
2.000000E-02  6.845471E-01  1.057816E-12
2.000000E-02  6.613119E-01  1.049430E-12
2.000000E-02  6.374240E-01  1.040657E-12
2.000000E-02  6.129071E-01  1.031769E-12
2.000000E-02  5.877853E-01  1.022748E-12
2.000000E-02  5.620834E-01  1.013578E-12
2.000000E-02  5.358268E-01  1.007007E-12
2.000000E-02  5.090414E-01  9.945720E-13
2.000000E-02  4.817537E-01  9.850698E-13
2.000000E-02  4.539905E-01  9.755664E-13
2.000000E-02  4.257793E-01  9.658985E-13
2.000000E-02  3.971479E-01  9.562534E-13
2.000000E-02  3.681246E-01  9.463620E-13
2.000000E-02  3.387379E-01  9.366572E-13
2.000000E-02  3.090170E-01  9.269343E-13
2.000000E-02  2.789911E-01  9.169463E-13
2.000000E-02  2.486899E-01  9.070475E-13
2.000000E-02  2.181432E-01  8.973390E-13
2.000000E-02  1.873813E-01  8.873655E-13
