  0.0000        -0.65840012017480E+03 
  0.1000        -0.64845706138676E+03 
  0.1500        -0.63603736933128E+03 
  0.2000        -0.61866807013104E+03 
  0.2500        -0.59637014832326E+03 
  0.3000        -0.56917449607659E+03 
  0.3500        -0.53712491412378E+03 
  0.4000        -0.50028187139927E+03 
  0.4500        -0.45872710639970E+03 
  0.5000        -0.41256919906997E+03 
  0.5500        -0.36195030850179E+03 
  0.6000        -0.30705436434733E+03 
  0.6500        -0.24811712182754E+03 
  0.7000        -0.18543863839313E+03 
  0.7500        -0.11939888743320E+03 
  0.8000        -0.50477347737591E+02 
  0.8500         0.20722590940688E+02 
  0.9000         0.93443842075657E+02 
  0.9500         0.16674069567533E+03 
  1.0000         0.23944067321721E+03 
  1.0500         0.31010806247422E+03 
  1.1000         0.37701861157825E+03 
  1.1500         0.43816088868863E+03 
  1.2000         0.49128601063099E+03 
  1.2500         0.53403063403968E+03 
  1.3000         0.56413289244930E+03 
  1.3500         0.57974116169379E+03 
  1.4000         0.57977866008411E+03 
  1.4500         0.56428109534087E+03 
  1.5000         0.53459263767429E+03 
  1.5500         0.49331696656396E+03 
  1.6000         0.44398900971036E+03 
  1.6500         0.39053638698345E+03 
  1.7000         0.33668321163474E+03 
  1.7500         0.28546455024249E+03 
  1.8000         0.23896260579929E+03 
  1.8500         0.19828442735238E+03 
  1.9000         0.16372453502294E+03 
  1.9500         0.13502086074173E+03 
  2.0000         0.11161686358723E+03 
  2.0500         0.92869662114349E+02 
  2.1000         0.78176637872280E+02 
  2.1500         0.67020880996816E+02 
  2.2000         0.58954891202657E+02 
  2.2500         0.53551503940525E+02 
  2.3000         0.50352107261666E+02 
  2.3500         0.48836605823240E+02 
  2.4000         0.48429393187041E+02 
  2.4500         0.48543139887507E+02 
  2.5000         0.48649996111674E+02 
  2.5500         0.48360471023178E+02 
  2.6000         0.47486207542575E+02 
  2.6500         0.46065607001993E+02 
  2.7000         0.44340469517447E+02 
  2.7500         0.42685067544237E+02 
  2.8000         0.41502436449983E+02 
  2.8500         0.41112183923417E+02 
  2.9000         0.41657237761809E+02 
  5.0000         0.00000000000000E+00 
  6.0000         0.00000000000000E+00
