  0.0000     -0.49618584357712E+03   
  0.1000     -0.48791777155113E+03   
  0.1500     -0.47762543648273E+03   
  0.2000     -0.46330108726808E+03   
  0.2500     -0.44504099920046E+03   
  0.3000     -0.42298487468080E+03   
  0.3500     -0.39732711655317E+03   
  0.4000     -0.36832959159854E+03   
  0.4500     -0.33633490145268E+03   
  0.5000     -0.30177869526303E+03   
  0.5500     -0.26519899834972E+03   
  0.6000     -0.22723998290381E+03   
  0.6500     -0.18864723269536E+03   
  0.7000     -0.15025159292729E+03   
  0.7500     -0.11293943189548E+03   
  0.8000     -0.77608810692101E+02   
  0.8500     -0.45113702172403E+02   
  0.9000     -0.16201690879313E+02   
  0.9500      0.85462825451160E+01   
  1.0000      0.28763772176703E+02   
  1.0500      0.44324606591618E+02   
  1.1000      0.55340645164412E+02   
  1.1500      0.62131671218236E+02   
  1.2000      0.65174273491330E+02   
  1.2500      0.65041440930070E+02   
  1.3000      0.62345756795329E+02   
  1.3500      0.57696078287821E+02   
  1.4000      0.51671679190615E+02   
  1.4500      0.44811381311552E+02   
  1.5000      0.37610612125380E+02   
  1.5500      0.30518066157207E+02   
  1.6000      0.23925790986860E+02   
  1.6500      0.18150930201613E+02   
  1.7000      0.13412290513633E+02   
  1.7500      0.98086822508850E+01   
  1.8000      0.73074805759135E+01   
  1.8500      0.57506606145294E+01   
  1.9000      0.48819399399627E+01   
  1.9500      0.43934309270388E+01   
  2.0000      0.39845995547714E+01   
  2.0500      0.34218416830543E+01   
  2.1000      0.25850782367983E+01   
  2.1500      0.14893957633038E+01   
  2.2000      0.27492027322366E+00   
  2.2500     -0.83433098113898E+00   
  2.3000     -0.15939256542007E+01   
  2.3500     -0.18099796367085E+01   
  2.4000     -0.14000926599035E+01   
  2.4500     -0.42826101720204E+00   
  2.5000      0.89676528809247E+00   
  2.5500      0.22618395146091E+01   
  2.6000      0.33210038338415E+01   
  2.6500      0.37820530279020E+01   
  2.7000      0.34863464686046E+01   
  2.7500      0.24599933760906E+01   
  2.8000      0.92051520233554E+00   
  4.0000      0.00000000000000E+00
  5.0000      0.00000000000000E+00
  6.0000      0.00000000000000E+00
  7.0000      0.00000000000000E+00
