0.000000	0.475	0.000000	0.000000
0.027267	0.475	0.081200	0.013800
0.037267	0.475	0.106400	0.013300
0.047267	0.475	0.095300	0.010700
0.057267	0.475	0.106000	0.011800
0.067267	0.475	0.094000	0.010700
0.077267	0.475	0.113900	0.012500
0.087267	0.475	0.093400	0.011400
0.097267	0.475	0.117400	0.012700
0.107267	0.475	0.140000	0.014900
0.117267	0.475	0.128700	0.013600
0.127267	0.475	0.156500	0.016600
0.137267	0.475	0.153000	0.015300
0.147267	0.475	0.143100	0.015100
0.157267	0.475	0.162800	0.016600
0.167267	0.475	0.165500	0.015800
0.177267	0.475	0.155700	0.014300
0.187267	0.475	0.161100	0.014900
0.197267	0.475	0.203700	0.016600
0.207267	0.475	0.149900	0.013600
0.217267	0.475	0.155300	0.012400
0.227267	0.475	0.144900	0.012200
0.237267	0.475	0.180700	0.015500
0.247267	0.475	0.192100	0.015700
0.257267	0.475	0.184100	0.014200
0.267267	0.475	0.186600	0.013800
0.277267	0.475	0.174700	0.013200
0.287267	0.475	0.177000	0.013300
0.297267	0.475	0.208700	0.014400
0.307267	0.475	0.187300	0.014300
0.317267	0.475	0.175000	0.013400
0.327267	0.475	0.175500	0.012500
0.337267	0.475	0.181800	0.013700
0.347267	0.475	0.153600	0.012300
0.357267	0.475	0.140500	0.011600
0.367267	0.475	0.155300	0.012100
0.377267	0.475	0.167000	0.013300
0.387267	0.475	0.153200	0.012900
0.397267	0.475	0.196900	0.015500
0.407267	0.475	0.165300	0.013800
0.417267	0.475	0.180100	0.014700
0.427267	0.475	0.134500	0.013100
0.437267	0.475	0.153300	0.015100
0.447267	0.475	0.131600	0.014400
0.457267	0.475	0.133100	0.013300
0.467267	0.475	0.148900	0.014000
0.477267	0.475	0.128200	0.013200
0.487267	0.475	0.127000	0.013600
0.497267	0.475	0.126400	0.013200
0.507267	0.475	0.124900	0.013800
0.517267	0.475	0.083900	0.010700
0.527267	0.475	0.120500	0.012800
0.537267	0.475	0.101800	0.011800
0.547267	0.475	0.091500	0.011400
0.557267	0.475	0.087400	0.011100
0.567267	0.475	0.096300	0.012500
0.577267	0.475	0.114100	0.013100
0.587267	0.475	0.104500	0.013000
0.597267	0.475	0.096500	0.012700
0.607267	0.475	0.116200	0.012800
0.617267	0.475	0.113000	0.013500
0.627267	0.475	0.093400	0.011700
0.637267	0.475	0.089600	0.011800
0.647267	0.475	0.078900	0.008700
0.657267	0.475	0.091900	0.009500
0.667267	0.475	0.087400	0.009900
0.677267	0.475	0.065300	0.009200
0.687267	0.475	0.079100	0.009600
0.697267	0.475	0.077400	0.009300
0.707267	0.475	0.069600	0.008500
0.717267	0.475	0.077400	0.008800
0.727267	0.475	0.077500	0.009400
0.737267	0.475	0.055500	0.007200
0.747267	0.475	0.066500	0.007900
0.757267	0.475	0.067500	0.008300
0.767267	0.475	0.054400	0.007100
0.777267	0.475	0.059500	0.007400
0.787267	0.475	0.040100	0.006200
0.797267	0.475	0.056500	0.007000
0.807267	0.475	0.056400	0.006900
0.817267	0.475	0.052900	0.006600
0.827267	0.475	0.051100	0.006600
0.837267	0.475	0.054100	0.006900
0.847267	0.475	0.055800	0.006800
0.857267	0.475	0.041700	0.005700
0.867267	0.475	0.048400	0.006100
0.877267	0.475	0.038900	0.005700
