0.32066 0.00000
0.39661 0.0010190
0.40019 0.0014305
0.40264 0.0017490
0.40510 0.0020034
0.40758 0.0023296
0.41007 0.0026685
0.41258 0.0030508
0.41567 0.0036099
0.42019 0.0044236
0.42276 0.0049164
0.42535 0.0054640
0.42795 0.0059817
0.43057 0.0065485
0.43320 0.0071150
0.43718 0.0079975
0.44222 0.0091465
0.44797 0.010612
0.45347 0.012155
0.45896 0.013907
0.46751 0.016374
0.47324 0.018130
0.47905 0.020149
0.48492 0.022057
0.49087 0.024147
0.49841 0.026768
0.50753 0.030277
0.51565 0.033237
0.52366 0.036531
0.53152 0.039359
0.54107 0.042869
0.55331 0.047304
0.56622 0.051614
0.58225 0.056293
0.59595 0.059998
0.61079 0.064060
0.62759 0.067613
0.64958 0.071183
0.67355 0.074407
0.69912 0.076676
0.72667 0.078225
0.75561 0.078714
0.78138 0.078772
0.81134 0.078272
0.84342 0.077139
0.87958 0.076287
0.91995 0.074900
0.95761 0.073300
0.98794 0.071904
1.0228 0.070090
1.0565 0.068863
1.0955 0.067097
1.1384 0.065036
1.1810 0.062994
1.2304 0.061126
1.2803 0.059663
1.3292 0.057837
1.3794 0.056222
1.4289 0.054450
1.4798 0.052742
1.5350 0.051169
1.5922 0.049642
1.6515 0.048160
1.7133 0.046544
1.7712 0.045202
1.8318 0.043977
1.9001 0.042665
1.9673 0.041422
2.0446 0.040020
2.1076 0.038959
2.1857 0.037663
2.2734 0.036654
2.3521 0.035575
2.4471 0.034456
2.5375 0.033430
2.6249 0.032484
2.7227 0.031320
2.8346 0.030152
2.9428 0.029350
3.0463 0.028572
3.1667 0.027649
3.2780 0.026909
3.3806 0.026277
3.5065 0.025507
3.6372 0.024732
3.7946 0.023864
3.9452 0.023219
4.0839 0.022583
4.2031 0.022154
4.3215 0.021702
4.4290 0.021371
4.5599 0.020816
4.7043 0.020143
4.8589 0.019705
5.0470 0.019145
5.2650 0.018522
5.4790 0.018034
5.6675 0.017559
5.8637 0.017149
6.0794 0.016720
6.3142 0.016258
6.5674 0.015781
6.8382 0.015345
7.0727 0.014972
7.2947 0.014707
7.5415 0.014375
7.8095 0.014082
8.1387 0.013710
8.4625 0.013359
8.8241 0.012993
9.3578 0.012505
9.8255 0.012131
10.276 0.011822
10.685 0.011562
11.103 0.011326
11.545 0.011038
11.960 0.010826
