0.39719 0.0010394
0.40415 0.0013018
0.40472 0.0011553
0.40699 0.0014501
0.41387 0.0012841
0.41945 0.0011476
0.42118 0.0010242
0.42994 0.0012854
0.42863 0.0011468
0.43256 0.0014463
0.43521 0.0016257
0.43787 0.0020120
0.43654 0.0018171
0.44324 0.0025255
0.44189 0.0022788
0.44867 0.0031641
0.44731 0.0028577
0.45279 0.0035837
0.45695 0.0039981
0.45974 0.0044605
0.46255 0.0049762
0.46822 0.0055938
0.47252 0.0062642
0.47832 0.0070151
0.48418 0.0077920
0.49162 0.0086659
0.50221 0.0095836
0.51854 0.010440
0.54031 0.010966
0.56933 0.011635
0.58754 0.012149
0.61407 0.013635
0.62731 0.014321
0.65008 0.015645
0.67182 0.016612
0.69791 0.017364
0.73054 0.017705
0.76470 0.017336
0.79681 0.016344
0.84071 0.014627
0.85726 0.014029
0.88154 0.012561
0.89872 0.011648
0.91530 0.010550
0.93503 0.0095682
0.97892 0.0084651
1.0075 0.0090910
1.0267 0.010920
1.0339 0.012436
1.0434 0.013896
1.0530 0.015581
1.0659 0.017448
1.0724 0.019393
1.0839 0.021832
1.0989 0.024229
1.1226 0.026643
1.1763 0.026529
1.2041 0.024883
1.2720 0.020764
1.3254 0.018294
1.3512 0.017197
1.3924 0.015662
1.4346 0.014613
1.4890 0.013461
1.5388 0.012728
1.5985 0.012113
1.6733 0.011688
1.8334 0.011494
1.9191 0.011495
2.0273 0.011760
2.1028 0.011850
2.2012 0.012032
2.3041 0.012216
2.4118 0.012403
2.5246 0.012405
2.6427 0.012530
2.7663 0.012596
2.8956 0.012456
3.0357 0.012426
3.1728 0.012249
3.3313 0.012090
3.4765 0.011910
3.6501 0.011733
3.8092 0.011499
3.9873 0.011174
4.1738 0.010987
4.3690 0.010682
4.5594 0.010444
4.7871 0.010289
5.0110 0.0099510
5.2962 0.0096156
5.4656 0.0094723
5.7125 0.0092091
5.9796 0.0090082
6.2592 0.0087869
6.5519 0.0085750
6.8374 0.0083761
7.1790 0.0081819
7.4919 0.0080374
7.8184 0.0078510
8.2089 0.0077052
8.5667 0.0075478
9.1432 0.0074242
9.8256 0.0071215
10.285 0.0069498
10.766 0.0068078
11.269 0.0067066
11.796 0.0066069
