0.90588 0.0010928
0.91142 0.0012330
0.91699 0.0013729
0.92415 0.0016284
0.93722 0.0019159
0.94775 0.0022575
0.95990 0.0026614
0.97167 0.0030960
0.98359 0.0035269
0.99516 0.0039896
1.0079 0.0045126
1.0202 0.0050221
1.0342 0.0056605
1.0475 0.0063045
1.0672 0.0071733
1.0829 0.0080115
1.0979 0.0088333
1.1181 0.0097408
1.1433 0.010961
1.1723 0.012476
1.2028 0.013919
1.2357 0.015276
1.2690 0.016565
1.3054 0.017822
1.3590 0.019436
1.4137 0.020541
1.4552 0.021226
1.5002 0.021748
1.5423 0.022031
1.5834 0.022159
1.6290 0.022199
1.6920 0.022047
1.7580 0.021838
1.8190 0.021566
1.8831 0.021245
1.9434 0.020983
2.0051 0.020611
2.0733 0.020074
2.1309 0.019533
2.1925 0.019094
2.2622 0.018710
2.3438 0.018336
2.4493 0.017714
2.5500 0.017213
2.6490 0.016722
2.7477 0.016223
2.8501 0.015739
2.9562 0.015270
3.0638 0.014783
3.1675 0.014357
3.2791 0.013943
3.4035 0.013454
3.5134 0.013110
3.6440 0.012711
3.7752 0.012286
3.9073 0.011894
4.0474 0.011524
4.1820 0.011170
4.3281 0.010851
4.4865 0.010534
4.6630 0.010184
4.8425 0.0098121
5.0341 0.0094190
5.2078 0.0091183
5.3968 0.0088611
5.5696 0.0086380
5.7614 0.0083474
5.9649 0.0081043
6.1819 0.0078428
6.4122 0.0076087
6.6435 0.0073713
6.8832 0.0071345
7.1171 0.0069105
7.3470 0.0067333
7.5976 0.0065325
7.8566 0.0063376
8.1334 0.0061552
8.4293 0.0059565
8.7146 0.0057871
9.0216 0.0056205
9.3578 0.0054528
9.6953 0.0052777
10.045 0.0051154
10.380 0.0049792
10.766 0.0048306
11.168 0.0046688
11.536 0.0045418
11.833 0.0044446
