0.82169 0.0010265
0.83685 0.0011160
0.85230 0.0012163
0.86803 0.0013223
0.88406 0.0014285
0.90203 0.0015503
0.92361 0.0017133
0.94538 0.0018733
0.96266 0.0020010
0.98509 0.0021661
1.0110 0.0023620
1.0391 0.0025886
1.0680 0.0028197
1.0984 0.0030605
1.1438 0.0034285
1.1792 0.0037397
1.2157 0.0040440
1.2572 0.0043905
1.3000 0.0047716
1.3444 0.0051239
1.3906 0.0054928
1.4264 0.0058199
1.4669 0.0061307
1.5090 0.0064550
1.5572 0.0068245
1.6122 0.0072401
1.6720 0.0076341
1.7153 0.0079079
1.7802 0.0083145
1.8390 0.0086003
1.9080 0.0089584
1.9739 0.0092045
2.0419 0.0094400
2.1090 0.0096159
2.1771 0.0098247
2.2444 0.0099797
2.3156 0.010083
2.4034 0.010162
2.5034 0.010187
2.6153 0.010115
2.7115 0.010082
2.8198 0.010003
2.9377 0.0098752
3.0478 0.0097825
3.1716 0.0096141
3.2855 0.0094537
3.4154 0.0092410
3.5316 0.0090805
3.6342 0.0088889
3.7417 0.0087270
3.8758 0.0085372
4.0099 0.0083419
4.1582 0.0081400
4.3039 0.0079239
4.4546 0.0077376
4.5987 0.0075194
4.7523 0.0073403
4.9131 0.0071612
5.0862 0.0069551
5.2757 0.0067475
5.4758 0.0065110
5.6691 0.0062974
5.8563 0.0061527
6.0448 0.0059712
6.2577 0.0057993
6.5030 0.0056168
6.7049 0.0054496
6.9353 0.0052823
7.1915 0.0051014
7.4372 0.0049373
7.6757 0.0048039
7.9526 0.0046605
8.2278 0.0045075
8.4923 0.0043752
8.7879 0.0042322
9.0768 0.0040882
9.3720 0.0039487
9.6982 0.0038421
10.057 0.0037083
10.403 0.0036030
10.778 0.0034697
11.175 0.0033444
11.556 0.0032447
11.870 0.0031650
