0.67433 0.0010181
0.68226 0.0011336
0.69063 0.0012694
0.69910 0.0014002
0.70768 0.0015357
0.71636 0.0016945
0.72515 0.0018573
0.73404 0.0020148
0.74305 0.0021877
0.75446 0.0024105
0.76839 0.0027038
0.78186 0.0029950
0.79290 0.0032688
0.80679 0.0035890
0.82169 0.0039487
0.83685 0.0043072
0.85230 0.0046915
0.87068 0.0051617
0.89218 0.0057255
0.91420 0.0062963
0.93677 0.0069261
0.95990 0.0075962
0.97778 0.0083575
1.0063 0.0089686
1.0267 0.0096427
1.0578 0.010465
1.0877 0.011378
1.1192 0.012254
1.1578 0.013521
1.1937 0.014574
1.2381 0.015726
1.2804 0.016887
1.3209 0.018087
1.3734 0.019207
1.4147 0.020062
1.4562 0.020918
1.5064 0.021833
1.5569 0.022663
1.6177 0.023468
1.6737 0.024089
1.7320 0.024753
1.7951 0.025197
1.8742 0.025351
1.9401 0.025424
2.0217 0.025561
2.0950 0.025560
2.1858 0.025492
2.2571 0.025166
2.3438 0.024776
2.4434 0.024318
2.5392 0.023893
2.6307 0.023781
2.7329 0.023304
2.8609 0.022476
2.9477 0.022086
3.0540 0.021721
3.1827 0.021300
3.2961 0.020861
3.4076 0.020331
3.5076 0.019934
3.6206 0.019505
3.7457 0.019037
3.8895 0.018563
4.0727 0.017941
4.2796 0.017315
4.5169 0.016515
4.6954 0.016115
4.8769 0.015704
5.0586 0.015260
5.2265 0.014908
5.3936 0.014549
5.5590 0.014213
5.7155 0.013914
5.8473 0.013681
6.0002 0.013424
6.2238 0.013093
6.4525 0.012720
6.6874 0.012404
6.9366 0.012027
7.1638 0.011776
7.4086 0.011488
7.6785 0.011132
7.9426 0.010916
8.2363 0.010616
8.4906 0.010389
8.8043 0.010125
9.1393 0.0098416
9.4389 0.0096325
9.7721 0.0093964
10.120 0.0092099
10.463 0.0089577
10.822 0.0087938
11.175 0.0085795
11.537 0.0084040
11.870 0.0082618
