  0.000   0.38046  0.00000  
  0.100   0.37311  0.03731  
  0.150   0.36419  0.05463  
  0.200   0.35205  0.07041  
  0.250   0.33703  0.08426  
  0.300   0.31953  0.09586  
  0.350   0.30001  0.10500  
  0.400   0.27895  0.11158  
  0.450   0.25685  0.11558  
  0.500   0.23420  0.11710  
  0.550   0.21146  0.11630  
  0.600   0.18907  0.11344  
  0.650   0.16738  0.10880  
  0.700   0.14673  0.10271  
  0.750   0.12736  0.09552  
  0.800   0.10945  0.08756  
  0.850   0.09312  0.07915  
  0.900   0.07845  0.07060  
  0.950   0.06542  0.06215  
  1.000   0.05401  0.05401  
  1.050   0.04414  0.04635  
  1.100   0.03571  0.03928  
  1.150   0.02860  0.03289  
  1.200   0.02267  0.02720  
  1.250   0.01779  0.02223  
  1.300   0.01381  0.01795  
  1.350   0.01061  0.01433  
  1.400   0.00807  0.01130  
  1.450   0.00607  0.00880  
  1.500   0.00452  0.00678  
  1.550   0.00333  0.00516  
  1.600   0.00242  0.00388  
  1.650   0.00175  0.00288  
  1.700   0.00124  0.00211  
  1.750   0.00087  0.00153  
  1.800   0.00061  0.00109  
  1.850   0.00042  0.00077  
  1.900   0.00028  0.00053  
  1.950   0.00019  0.00036  
  2.000   0.00012  0.00024  
  2.050   0.00008  0.00015  
  2.100   0.00005  0.00010  
  2.150   0.00003  0.00006  
  2.200   0.00001  0.00003  
  2.250   0.00000  0.00001  
  2.300  -0.00000 -0.00000  
  2.350  -0.00000 -0.00001  
  2.400  -0.00001 -0.00001  
  2.450  -0.00001 -0.00002  
  2.500  -0.00001 -0.00002  
  2.550  -0.00001 -0.00002  
  2.600  -0.00001 -0.00002  
  2.650  -0.00001 -0.00002  
  2.700  -0.00001 -0.00002  
  2.750  -0.00001 -0.00002  
  2.800  -0.00001 -0.00002  
  2.850  -0.00001 -0.00002  
  2.900  -0.00001 -0.00002  
  2.950  -0.00001 -0.00002  
  3.000  -0.00001 -0.00002  
  3.050  -0.00001 -0.00002  
  3.100  -0.00001 -0.00002  
  3.150  -0.00000 -0.00002  
  3.200  -0.00000 -0.00001  
  3.250  -0.00000 -0.00001  
  3.300  -0.00000 -0.00001  
  3.350  -0.00000 -0.00001  
  3.400  -0.00000 -0.00001  
  3.450  -0.00000 -0.00001  
  3.500  -0.00000 -0.00001  
  3.550  -0.00000 -0.00001  
  3.600  -0.00000 -0.00001  
  3.650  -0.00000 -0.00001  
  3.700  -0.00000 -0.00001  
  3.750  -0.00000 -0.00001  
  3.800  -0.00000 -0.00001  
  3.850  -0.00000 -0.00001  
  3.900  -0.00000 -0.00001  
  3.950  -0.00000 -0.00001  
  4.000  -0.00000 -0.00001  
  4.050  -0.00000 -0.00001  
  4.100  -0.00000 -0.00001  
