     k            crst-ang           q             ang            pmin          pmax          -t          crst-t
 0.33505014E+00 0.36948351E+00 0.17000000E+01 0.00000000E+00 0.15011949E+00 0.17838832E+01 0.14700746E+01 0.20379156E+01
 0.34005014E+00 0.41434612E+00 0.17000000E+01 0.00000000E+00 0.14702965E+00 0.17838832E+01 0.14584182E+01 0.22517557E+01
 0.34505014E+00 0.46384811E+00 0.17000000E+01 0.00000000E+00 0.14397768E+00 0.17838832E+01 0.14468330E+01 0.24842456E+01
 0.35005014E+00 0.51836854E+00 0.17000000E+01 0.00000000E+00 0.14096352E+00 0.17838832E+01 0.14353186E+01 0.27365875E+01
 0.35505014E+00 0.57831219E+00 0.17000000E+01 0.00000000E+00 0.13798714E+00 0.17838832E+01 0.14238747E+01 0.30100493E+01
 0.36005014E+00 0.64410216E+00 0.17000000E+01 0.00000000E+00 0.13504850E+00 0.17838832E+01 0.14125011E+01 0.33059229E+01
 0.36505014E+00 0.71618108E+00 0.17000000E+01 0.00000000E+00 0.13214758E+00 0.17838832E+01 0.14011974E+01 0.36255281E+01
 0.37005014E+00 0.79501212E+00 0.17000000E+01 0.00000000E+00 0.12928440E+00 0.17838832E+01 0.13899633E+01 0.39702159E+01
 0.37505014E+00 0.88108083E+00 0.17000000E+01 0.00000000E+00 0.12645895E+00 0.17838832E+01 0.13787984E+01 0.43413757E+01
 0.38005014E+00 0.97489163E+00 0.17000000E+01 0.00000000E+00 0.12367126E+00 0.17838832E+01 0.13677024E+01 0.47404153E+01
 0.38505014E+00 0.10769703E+01 0.17000000E+01 0.00000000E+00 0.12092138E+00 0.17838832E+01 0.13566750E+01 0.51687720E+01
 0.39005014E+00 0.11878640E+01 0.17000000E+01 0.00000000E+00 0.11820937E+00 0.17838832E+01 0.13457159E+01 0.56279111E+01
 0.39505014E+00 0.13081379E+01 0.17000000E+01 0.00000000E+00 0.11553530E+00 0.17838832E+01 0.13348247E+01 0.61193074E+01
 0.40005014E+00 0.14383698E+01 0.17000000E+01 0.00000000E+00 0.11289926E+00 0.17838832E+01 0.13240011E+01 0.66444201E+01
 0.40505014E+00 0.15791530E+01 0.17000000E+01 0.00000000E+00 0.11030138E+00 0.17838832E+01 0.13132448E+01 0.72047077E+01
 0.41005014E+00 0.17311044E+01 0.17000000E+01 0.00000000E+00 0.10774177E+00 0.17838832E+01 0.13025554E+01 0.78016639E+01
 0.41505014E+00 0.18948549E+01 0.17000000E+01 0.00000000E+00 0.10522060E+00 0.17838832E+01 0.12919325E+01 0.84367726E+01
 0.42005014E+00 0.20710608E+01 0.17000000E+01 0.00000000E+00 0.10273804E+00 0.17838832E+01 0.12813759E+01 0.91115584E+01
 0.42505014E+00 0.22603892E+01 0.17000000E+01 0.00000000E+00 0.10029429E+00 0.17838832E+01 0.12708852E+01 0.98275214E+01
 0.43005014E+00 0.25227929E+01 0.17000000E+01 0.00000000E+00 0.97889582E-01 0.17838832E+01 0.12604601E+01 0.10840853E+02
 0.43505014E+00 0.27457514E+01 0.17000000E+01 0.00000000E+00 0.95524160E-01 0.17838832E+01 0.12501002E+01 0.11663338E+02
 0.44005014E+00 0.29842988E+01 0.17000000E+01 0.00000000E+00 0.93198305E-01 0.17838832E+01 0.12398052E+01 0.12532598E+02
 0.44505014E+00 0.32391448E+01 0.17000000E+01 0.00000000E+00 0.90912323E-01 0.17838832E+01 0.12295747E+01 0.13450003E+02
 0.45005014E+00 0.35110018E+01 0.17000000E+01 0.00000000E+00 0.88666551E-01 0.17838832E+01 0.12194083E+01 0.14416874E+02
 0.45505014E+00 0.38006037E+01 0.17000000E+01 0.00000000E+00 0.86461361E-01 0.17838832E+01 0.12093059E+01 0.15434561E+02
 0.46005014E+00 0.41086882E+01 0.17000000E+01 0.00000000E+00 0.84297152E-01 0.17838832E+01 0.11992669E+01 0.16504370E+02
 0.46505014E+00 0.44360064E+01 0.17000000E+01 0.00000000E+00 0.82174364E-01 0.17838832E+01 0.11892910E+01 0.17627606E+02
 0.47005014E+00 0.47833195E+01 0.17000000E+01 0.00000000E+00 0.80093470E-01 0.17838832E+01 0.11793779E+01 0.18805555E+02
 0.47505014E+00 0.51513934E+01 0.17000000E+01 0.00000000E+00 0.78054980E-01 0.17838832E+01 0.11695273E+01 0.20039469E+02
 0.48005014E+00 0.55409861E+01 0.17000000E+01 0.00000000E+00 0.76059446E-01 0.17838832E+01 0.11597388E+01 0.21330518E+02
 0.48505014E+00 0.59528256E+01 0.17000000E+01 0.00000000E+00 0.74107457E-01 0.17838832E+01 0.11500120E+01 0.22679709E+02
 0.49005014E+00 0.63876477E+01 0.17000000E+01 0.00000000E+00 0.72199646E-01 0.17838832E+01 0.11403466E+01 0.24088036E+02
 0.49505014E+00 0.68461806E+01 0.17000000E+01 0.00000000E+00 0.70336685E-01 0.17838832E+01 0.11307422E+01 0.25556425E+02
 0.50005014E+00 0.73291490E+01 0.17000000E+01 0.00000000E+00 0.68519291E-01 0.17838832E+01 0.11211985E+01 0.27085755E+02
 0.50505014E+00 0.78372854E+01 0.17000000E+01 0.00000000E+00 0.66748222E-01 0.17838832E+01 0.11117152E+01 0.28676894E+02
 0.51005014E+00 0.83713243E+01 0.17000000E+01 0.00000000E+00 0.65024278E-01 0.17838832E+01 0.11022919E+01 0.30330687E+02
 0.51505014E+00 0.89320114E+01 0.17000000E+01 0.00000000E+00 0.63348301E-01 0.17838832E+01 0.10929282E+01 0.32047983E+02
 0.52005014E+00 0.95200966E+01 0.17000000E+01 0.00000000E+00 0.61721170E-01 0.17838832E+01 0.10836238E+01 0.33829617E+02
 0.52505014E+00 0.10136320E+02 0.17000000E+01 0.00000000E+00 0.60143803E-01 0.17838832E+01 0.10743783E+01 0.35676356E+02
 0.53005014E+00 0.10781454E+02 0.17000000E+01 0.00000000E+00 0.58617149E-01 0.17838832E+01 0.10651914E+01 0.37589049E+02
 0.53505014E+00 0.11456264E+02 0.17000000E+01 0.00000000E+00 0.57142184E-01 0.17838832E+01 0.10560627E+01 0.39568489E+02
 0.54005014E+00 0.12161516E+02 0.17000000E+01 0.00000000E+00 0.55719907E-01 0.17838832E+01 0.10469920E+01 0.41615449E+02
 0.54505014E+00 0.12898015E+02 0.17000000E+01 0.00000000E+00 0.54351329E-01 0.17838832E+01 0.10379787E+01 0.43730794E+02
 0.55005014E+00 0.13666532E+02 0.17000000E+01 0.00000000E+00 0.53037467E-01 0.17838832E+01 0.10290227E+01 0.45915255E+02
 0.55505014E+00 0.14467880E+02 0.17000000E+01 0.00000000E+00 0.51779329E-01 0.17838832E+01 0.10201234E+01 0.48169665E+02
 0.56005014E+00 0.15302899E+02 0.17000000E+01 0.00000000E+00 0.50577906E-01 0.17838832E+01 0.10112807E+01 0.50494926E+02
 0.56505014E+00 0.16172418E+02 0.17000000E+01 0.00000000E+00 0.49434151E-01 0.17838832E+01 0.10024941E+01 0.52891869E+02
 0.57005014E+00 0.17077289E+02 0.17000000E+01 0.00000000E+00 0.48348967E-01 0.17838832E+01 0.99376327E+00 0.55361369E+02
 0.57505014E+00 0.18018423E+02 0.17000000E+01 0.00000000E+00 0.47323187E-01 0.17838832E+01 0.98508789E+00 0.57904460E+02
 0.58005014E+00 0.18996684E+02 0.17000000E+01 0.00000000E+00 0.46357554E-01 0.17838832E+01 0.97646760E+00 0.60521992E+02
 0.58505014E+00 0.20013025E+02 0.17000000E+01 0.00000000E+00 0.45452700E-01 0.17838832E+01 0.96790206E+00 0.63215066E+02
 0.59005014E+00 0.21068401E+02 0.17000000E+01 0.00000000E+00 0.44609123E-01 0.17838832E+01 0.95939092E+00 0.65984756E+02
 0.59505014E+00 0.22163820E+02 0.17000000E+01 0.00000000E+00 0.43827170E-01 0.17838832E+01 0.95093383E+00 0.68832256E+02
 0.60005014E+00 0.23300296E+02 0.17000000E+01 0.00000000E+00 0.43107010E-01 0.17838832E+01 0.94253046E+00 0.71758748E+02
 0.60505014E+00 0.24478939E+02 0.17000000E+01 0.00000000E+00 0.42448617E-01 0.17838832E+01 0.93418044E+00 0.74765659E+02
 0.61005014E+00 0.25700879E+02 0.17000000E+01 0.00000000E+00 0.41851753E-01 0.17838832E+01 0.92588346E+00 0.77854442E+02
 0.61505014E+00 0.26967272E+02 0.17000000E+01 0.00000000E+00 0.41315953E-01 0.17838832E+01 0.91763915E+00 0.81026566E+02
 0.62005014E+00 0.28638831E+02 0.17000000E+01 0.00000000E+00 0.40840515E-01 0.17838832E+01 0.90944718E+00 0.85355088E+02
 0.62505014E+00 0.30023340E+02 0.17000000E+01 0.00000000E+00 0.40424490E-01 0.17838832E+01 0.90130722E+00 0.88765683E+02
 0.63005014E+00 0.31457967E+02 0.17000000E+01 0.00000000E+00 0.40066688E-01 0.17838832E+01 0.89321891E+00 0.92269143E+02
 0.63505014E+00 0.32944291E+02 0.17000000E+01 0.00000000E+00 0.39765674E-01 0.17838832E+01 0.88518193E+00 0.95867874E+02
 0.64005014E+00 0.34483941E+02 0.17000000E+01 0.00000000E+00 0.39519781E-01 0.17838832E+01 0.87719594E+00 0.99564344E+02
 0.64505014E+00 0.36078654E+02 0.17000000E+01 0.00000000E+00 0.39327124E-01 0.17838832E+01 0.86926059E+00 0.10336126E+03
 0.65005014E+00 0.37730290E+02 0.17000000E+01 0.00000000E+00 0.39185616E-01 0.17838832E+01 0.86137556E+00 0.10726159E+03
 0.65505014E+00 0.39440758E+02 0.17000000E+01 0.00000000E+00 0.39092992E-01 0.17838832E+01 0.85354051E+00 0.11126835E+03
 0.66005014E+00 0.41212125E+02 0.17000000E+01 0.00000000E+00 0.39046833E-01 0.17838832E+01 0.84575510E+00 0.11538491E+03
 0.66505014E+00 0.43046569E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.83801902E+00 0.11961485E+03
 0.67005014E+00 0.44946359E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.83033191E+00 0.12396188E+03
 0.67505014E+00 0.46913921E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.82269347E+00 0.12843005E+03
 0.68005014E+00 0.48951788E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.81510335E+00 0.13302356E+03
 0.68505014E+00 0.51062702E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.80756123E+00 0.13774707E+03
 0.69005014E+00 0.53249441E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.80006680E+00 0.14260520E+03
 0.69505014E+00 0.55515058E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.79261971E+00 0.14760314E+03
 0.70005014E+00 0.57862712E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.78521965E+00 0.15274626E+03
 0.70505014E+00 0.60295767E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.77786630E+00 0.15804027E+03
 0.71005014E+00 0.62817739E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.77055934E+00 0.16349114E+03
 0.71505014E+00 0.65432368E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.76329845E+00 0.16910525E+03
 0.72005014E+00 0.68143533E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.75608331E+00 0.17488915E+03
 0.72505014E+00 0.70955470E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.74891361E+00 0.18085011E+03
 0.73005014E+00 0.73872508E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.74178903E+00 0.18699548E+03
 0.73505014E+00 0.76899228E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.73470925E+00 0.19333299E+03
 0.74005014E+00 0.80040613E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.72767398E+00 0.19987119E+03
 0.74505014E+00 0.83301626E+02 0.17000000E+01 0.00000000E+00 0.39044592E-01 0.17838832E+01 0.72068290E+00 0.20661837E+03
