     k            crst-ang           q             ang            pmin          pmax          -t          crst-t
 0.43755964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.45940909E+01 0.00000000E+00
 0.43855964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.45676745E+01 0.00000000E+00
 0.43955964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.45413473E+01 0.00000000E+00
 0.44055964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.45151090E+01 0.00000000E+00
 0.44155964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.44889591E+01 0.00000000E+00
 0.44255964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.44628972E+01 0.00000000E+00
 0.44355964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.44369230E+01 0.00000000E+00
 0.44455964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.44110360E+01 0.00000000E+00
 0.44555964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.43852358E+01 0.00000000E+00
 0.44655964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.43595221E+01 0.00000000E+00
 0.44755964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.43338944E+01 0.00000000E+00
 0.44855964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.43083524E+01 0.00000000E+00
 0.44955964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.42828957E+01 0.00000000E+00
 0.45055964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.42575239E+01 0.00000000E+00
 0.45155964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.42322366E+01 0.00000000E+00
 0.45255964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.42070334E+01 0.00000000E+00
 0.45355964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.41819139E+01 0.00000000E+00
 0.45455964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.41568779E+01 0.00000000E+00
 0.45555964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.41319248E+01 0.00000000E+00
 0.45655964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.41070544E+01 0.00000000E+00
 0.45755964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.40822662E+01 0.00000000E+00
 0.45855964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.40575598E+01 0.00000000E+00
 0.45955964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.40329350E+01 0.00000000E+00
 0.46055964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.40083914E+01 0.00000000E+00
 0.46155964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.39839285E+01 0.00000000E+00
 0.46255964E+01 0.00000000E+00 0.72000000E+01 0.00000000E+00 0.19732001E+01 0.11000000E+00 0.39595461E+01 0.00000000E+00
