     k            crst-ang           q             ang            pmin          pmax          -t          crst-t
 0.33505014E+00 0.39599258E+00 0.17000000E+01 0.00000000E+00 0.17263194E+00 0.17835997E+01 0.14700746E+01 0.21841285E+01
 0.34005014E+00 0.44296702E+00 0.17000000E+01 0.00000000E+00 0.16981086E+00 0.17835997E+01 0.14584182E+01 0.24072954E+01
 0.34505014E+00 0.49473040E+00 0.17000000E+01 0.00000000E+00 0.16703231E+00 0.17835997E+01 0.14468330E+01 0.26496428E+01
 0.35005014E+00 0.55167029E+00 0.17000000E+01 0.00000000E+00 0.16429630E+00 0.17835997E+01 0.14353186E+01 0.29123951E+01
 0.35505014E+00 0.61419647E+00 0.17000000E+01 0.00000000E+00 0.16160283E+00 0.17835997E+01 0.14238747E+01 0.31968229E+01
 0.36005014E+00 0.68273881E+00 0.17000000E+01 0.00000000E+00 0.15895193E+00 0.17835997E+01 0.14125011E+01 0.35042296E+01
 0.36505014E+00 0.75774893E+00 0.17000000E+01 0.00000000E+00 0.15634360E+00 0.17835997E+01 0.14011974E+01 0.38359573E+01
 0.37005014E+00 0.83970555E+00 0.17000000E+01 0.00000000E+00 0.15377790E+00 0.17835997E+01 0.13899633E+01 0.41934107E+01
 0.37505014E+00 0.92911015E+00 0.17000000E+01 0.00000000E+00 0.15125484E+00 0.17835997E+01 0.13787984E+01 0.45780320E+01
 0.38005014E+00 0.10264884E+01 0.17000000E+01 0.00000000E+00 0.14877447E+00 0.17835997E+01 0.13677024E+01 0.49913051E+01
 0.38505014E+00 0.11323835E+01 0.17000000E+01 0.00000000E+00 0.14633685E+00 0.17835997E+01 0.13566750E+01 0.54347202E+01
 0.39005014E+00 0.12473585E+01 0.17000000E+01 0.00000000E+00 0.14394202E+00 0.17835997E+01 0.13457159E+01 0.59097865E+01
 0.39505014E+00 0.13720021E+01 0.17000000E+01 0.00000000E+00 0.14159003E+00 0.17835997E+01 0.13348247E+01 0.64180561E+01
 0.40005014E+00 0.15069169E+01 0.17000000E+01 0.00000000E+00 0.13928097E+00 0.17835997E+01 0.13240011E+01 0.69610671E+01
 0.40505014E+00 0.16527264E+01 0.17000000E+01 0.00000000E+00 0.13701487E+00 0.17835997E+01 0.13132448E+01 0.75403782E+01
