     k            crst-ang           q             ang            pmin          pmax          -t          crst-t
 0.34700000E+01 0.10692665E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19995594E+01 0.78878698E+01 0.13082014E-20
 0.34800000E+01 0.12398312E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19995594E+01 0.78503596E+01 0.15125212E-20
 0.34900000E+01 0.14395902E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.78129898E+01 0.17511833E-20
 0.35000000E+01 0.15555384E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.77757598E+01 0.18868215E-20
 0.35100000E+01 0.18081585E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.77386688E+01 0.21869937E-20
 0.35200000E+01 0.21040276E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.77017162E+01 0.25376219E-20
 0.35300000E+01 0.24506475E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.76649014E+01 0.29472996E-20
 0.35400000E+01 0.26384298E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.76282236E+01 0.31641745E-20
 0.35500000E+01 0.30747442E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.75916823E+01 0.36770436E-20
 0.35600000E+01 0.35858088E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.75552767E+01 0.42761731E-20
 0.35700000E+01 0.41845306E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.75190062E+01 0.49761868E-20
 0.35800000E+01 0.44854555E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.74828702E+01 0.53191431E-20
 0.35900000E+01 0.52351894E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.74468680E+01 0.61909328E-20
 0.36000000E+01 0.61131705E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.74109990E+01 0.72091183E-20
 0.36100000E+01 0.71413927E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.73752626E+01 0.83983479E-20
 0.36200000E+01 0.83456036E-19 0.74000000E+01 0.00000000E+00 0.12577239E+01 0.19998920E+01 0.73396581E+01 0.97873997E-20
